Protein,Protein Name,Gene Name,Function,ProteinGroup,FastaHeaders,Proteins,Peptides,RazorUniquePeptides,UniquePeptides,Coverage,MolWeight,LFQ intensity C-1,LFQ intensity C-2,LFQ intensity C-3,LFQ intensity T-1,LFQ intensity T-2,LFQ intensity T-3,Identified or Quantified
A0A024R1A3,Testicular secretory protein Li 63,UBE1,,A0A024R1A3;P22314;B4DDE4;B4DL67;Q5JRS1;Q5JRS3;Q5JRS2;Q5JRR9;Q5JRS0;Q5JRR6;B3KUJ2,"A0A024R1A3_HUMAN Testicular secretory protein Li 63 OS=Homo sapiens OX=9606 GN=UBE1 PE=2 SV=1;UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3;B4DDE4_HUMAN cDNA FLJ54582, highly similar to Ubiquitin-activatin",11,6,6,6,8.9,117.85,69186000,69694000,75612000,78201000,78497000,63309000,Quantified
A8K4W8,"cDNA FLJ77917, highly similar to Homo sapiens ubiquitin-conjugating enzyme E2L 3 (UBE2L3), transcript variant 1, mRNA",,,A8K4W8;A0A024R1A4;P68036;I1SRC5;A0A1B0GUS4,"A8K4W8_HUMAN cDNA FLJ77917, highly similar to Homo sapiens ubiquitin-conjugating enzyme E2L 3 (UBE2L3), transcript variant 1, mRNA OS=Homo sapiens OX=9606 PE=2 SV=1;A0A024R1A4_HUMAN Ubiquitin-conjugating enzyme E2L 3, isoform CRA_a OS=Homo sapiens OX=9606 ",5,4,4,4,30.5,17.789,281030000,266090000,274730000,276950000,285440000,203220000,Quantified
A0A024R1K7,"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide, isoform CRA_b",YWHAH,,A0A024R1K7;Q04917;B2R6N6;Q9H4N8;A2IDB2;P31947;F8WEB6;A2IDB1;Q3YBA8,"A0A024R1K7_HUMAN Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide, isoform CRA_b OS=Homo sapiens OX=9606 GN=YWHAH PE=3 SV=1;1433F_HUMAN 14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4;B2R6N6_HUMAN cDNA, ",9,8,5,5,36.6,28.218,106500000,111260000,141320000,120110000,113620000,124350000,Quantified
A0A024R1K8,"Splicing factor 3a, subunit 1, 120kDa, isoform CRA_a",SF3A1,,A0A024R1K8;Q15459;B4E091;F8WB66;H7C1L2,"A0A024R1K8_HUMAN Splicing factor 3a, subunit 1, 120kDa, isoform CRA_a OS=Homo sapiens OX=9606 GN=SF3A1 PE=4 SV=1;SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1;B4E091_HUMAN cDNA FLJ55438, highly similar to Splicing fact",5,7,7,7,9.8,88.885,36522000,26206000,30464000,29587000,29355000,28204000,Quantified
A0A024R1N1,"Myosin, heavy polypeptide 9, non-muscle, isoform CRA_a",MYH9,,A0A024R1N1;P35579;A0A0U4BW16;Q86XU5;B4E3S1;Q6ZNL4;Q99529;Q5BKV1;B1AH99;A0A0C4DFM8;Q68D89;A0A494C024;B4E177;A1L2Z2;Q2PS10;E7ERA5;A0A2R8Y4C3,"A0A024R1N1_HUMAN Myosin, heavy polypeptide 9, non-muscle, isoform CRA_a OS=Homo sapiens OX=9606 GN=MYH9 PE=3 SV=1;MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4;A0A0U4BW16_HUMAN Non-muscle myosin heavy chain 9 OS=Homo sapiens OX=9606 GN=MYH9",17,49,49,39,29.5,226.53,877300000,829420000,891410000,1303200000,1353200000,1062000000,Quantified
A0A024R1Q5,Alpha-galactosidase,NAGA,,A0A024R1Q5;P17050,A0A024R1Q5_HUMAN Alpha-galactosidase OS=Homo sapiens OX=9606 GN=NAGA PE=3 SV=1;NAGAB_HUMAN Alpha-N-acetylgalactosaminidase OS=Homo sapiens OX=9606 GN=NAGA PE=1 SV=2,2,2,2,2,5.6,46.564,186180000,160470000,213140000,150840000,137010000,106920000,Quantified
A0A024R1S8,"LIM and SH3 protein 1, isoform CRA_b",LASP1,,A0A024R1S8;Q14847;C9J9W2;A8K1D2;B4DIC4;B4DJI4;F6S2S5;J3KSN1;Q9NPR7;B7ZB56;Q59FZ8,"A0A024R1S8_HUMAN LIM and SH3 protein 1, isoform CRA_b OS=Homo sapiens OX=9606 GN=LASP1 PE=4 SV=1;LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=960",11,7,7,7,30.3,29.717,329900000,358960000,347060000,380950000,387450000,330040000,Quantified
A0A024R1Y2,ATP-citrate synthase,ACLY,"Catalyzes the cleavage of citrate into oxaloacetate and acetyl-CoA, the latter serving as common substrate for de novo cholesterol and fatty acid synthesis.",A0A024R1Y2;A0A024R1T9;Q4LE36;P53396;Q8N9C4,A0A024R1Y2_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=3 SV=1;A0A024R1T9_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=3 SV=1;Q4LE36_HUMAN ACLY variant protein (Fragment) OS=Homo sapiens OX=9606 GN=ACLY variant protein PE=,5,6,6,6,7.4,119.77,21893000,16750000,14882000,16068000,17938000,12447000,Quantified
A0A024R1U4,"RAB5C, member RAS oncogene family, isoform CRA_a",RAB5C,,A0A024R1U4;P51148;F8VWU4;F8VVZ0;F8VUA5;F8VVK3;K7ERI8;A0A024RB09;A0A024R2K1;K7ERQ8;P61020;P20339;K7EIP6;F8WCY6;F8WD79;F8VPW9;F8VSF8;F8VWZ7;K7ENY4;A0A0A1HAN9;Q6FI54,"A0A024R1U4_HUMAN RAB5C, member RAS oncogene family, isoform CRA_a OS=Homo sapiens OX=9606 GN=RAB5C PE=4 SV=1;RAB5C_HUMAN Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2;F8VWU4_HUMAN Ras-related protein Rab-5C (Fragment) OS=Homo sapien",21,3,3,3,15.7,23.482,25001000,22464000,25142000,26956000,20081000,27091000,Quantified
E4W6B6,RPL27/NME2 fusion protein (Fragment),RPL27,,E4W6B6;B2R4D8;A0A024R1V4;K7ELC7;P61353,E4W6B6_HUMAN RPL27/NME2 fusion protein (Fragment) OS=Homo sapiens OX=9606 GN=RPL27 PE=2 SV=1;B2R4D8_HUMAN 60S ribosomal protein L27 OS=Homo sapiens OX=9606 PE=2 SV=1;A0A024R1V4_HUMAN 60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=3 SV=1;K7EL,5,1,1,1,8.7,14.257,6674900,3736300,3567900,4370900,4468700,,Quantified
A0A0S2Z487,Junction plakoglobin isoform 1 (Fragment),JUP,,A0A0S2Z487;A0A024R1X8;P14923;A0A0S2Z495;C9JTX4;C9J826;C9JK18;C9JKY1,"A0A0S2Z487_HUMAN Junction plakoglobin isoform 1 (Fragment) OS=Homo sapiens OX=9606 GN=JUP PE=2 SV=1;A0A024R1X8_HUMAN Junction plakoglobin, isoform CRA_a OS=Homo sapiens OX=9606 GN=JUP PE=4 SV=1;PLAK_HUMAN Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP",8,5,4,4,9.1,81.744,17660000,3874300,2854400,3193800,1621900,7913000,Quantified
A0A024R1Z6,"Vesicle amine transport protein 1 homolog (T californica), isoform CRA_a",VAT1,,A0A024R1Z6;Q99536;B3KUF8;K7ESA3;K7ERT7;K7ENX2;K7EM19;K7EJM4;K7ER81,"A0A024R1Z6_HUMAN Vesicle amine transport protein 1 homolog (T californica), isoform CRA_a OS=Homo sapiens OX=9606 GN=VAT1 PE=4 SV=1;VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2;B3KUF8_HUMAN cDNA FLJ39",9,8,8,8,24.4,41.92,448570000,419830000,483340000,508150000,545510000,527310000,Quantified
K7ENH2,Proteasome activator complex subunit 3 (Fragment),PSME3,,K7ENH2;B3KQ25;K7ESG5;K9J957;V9HWJ8;Q6FHK7;A0A024R203;P61289;K7EMD0;K7EPX6;K7EKR3;J7FRP4;A0A087WTV2,K7ENH2_HUMAN Proteasome activator complex subunit 3 (Fragment) OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1;B3KQ25_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1;K7ESG5_HUMAN Proteasome activator complex subunit 3 OS=,13,2,2,2,14.5,20.593,3684100,4651400,6073400,2983400,3293500,4030300,Quantified
A0A024R216,"Hepatoma-derived growth factor, related protein 3, isoform CRA_a",HDGFRP3,,A0A024R216;Q9Y3E1;H3BPM9,"A0A024R216_HUMAN Hepatoma-derived growth factor, related protein 3, isoform CRA_a OS=Homo sapiens OX=9606 GN=HDGFRP3 PE=1 SV=1;HDGR3_HUMAN Hepatoma-derived growth factor-related protein 3 OS=Homo sapiens OX=9606 GN=HDGFL3 PE=1 SV=1;H3BPM9_HUMAN Hepatoma-de",3,2,2,2,15.3,22.619,12344000,13685000,13043000,11599000,15872000,17726000,Quantified
A0A024R223,"Vacuolar protein sorting 13A (Yeast), isoform CRA_c",VPS13A,,A0A024R223;A0A024R238;Q96RL7,"A0A024R223_HUMAN Vacuolar protein sorting 13A (Yeast), isoform CRA_c OS=Homo sapiens OX=9606 GN=VPS13A PE=4 SV=1;A0A024R238_HUMAN Vacuolar protein sorting 13A (Yeast), isoform CRA_a OS=Homo sapiens OX=9606 GN=VPS13A PE=4 SV=1;VP13A_HUMAN Vacuolar protein s",3,1,1,1,0.2,339.18,,3993100,,,26558000,282240000,Quantified
C9JSU1,Leucine-rich repeat flightless-interacting protein 2 (Fragment),LRRFIP2,,C9JSU1;A0A1S5UZ17;A0A024R2K4;Q9Y608;H7C3N9,C9JSU1_HUMAN Leucine-rich repeat flightless-interacting protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=LRRFIP2 PE=1 SV=1;A0A1S5UZ17_HUMAN Leucine-rich repeat flightless-interacting protein 2 OS=Homo sapiens OX=9606 GN=LRRFIP2 PE=2 SV=1;A0A024R2K4_HUMAN Le,5,4,4,3,20.9,25.981,69479000,45560000,48370000,59665000,64351000,57712000,Quantified
C9J9K3,40S ribosomal protein SA (Fragment),RPSA,Required for the assembly and/or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA-precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits.,C9J9K3;A0A024R2L6;A0A0C4DG17;P08865;Q96RS2;A0A024R7P5;F8WD59;A0A024RCF2,"C9J9K3_HUMAN 40S ribosomal protein SA (Fragment) OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=8;A0A024R2L6_HUMAN Ribosomal protein SA, isoform CRA_a OS=Homo sapiens OX=9606 GN=RPSA PE=3 SV=1;A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=R",8,9,9,9,44.1,29.404,104970000,79910000,80085000,93289000,92591000,82929000,Quantified
H0Y4D4,"3-ketoacyl-CoA thiolase, peroxisomal (Fragment)",ACAA1,,H0Y4D4;H7C131;Q8NCW8;A0A140VJX0;B4DEN6;C9JDE9;A0A384NL32;A0A024R2M6;P09110;B4E072,"H0Y4D4_HUMAN 3-ketoacyl-CoA thiolase, peroxisomal (Fragment) OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=1;H7C131_HUMAN 3-ketoacyl-CoA thiolase, peroxisomal (Fragment) OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=1;Q8NCW8_HUMAN 3-oxoacyl-CoA thiolase (Fragment) O",10,4,4,4,18.1,24.913,15688000,18513000,17394000,24486000,24213000,22855000,Quantified
A0A024R2Q5,"Myosin, light polypeptide 3, alkali ventricular, skeletal, slow, isoform CRA_a",MYL3,,A0A024R2Q5;P08590;I3L3U1;Q53R15;I3L1K6;I3L532;A0A1C7CYY4;P05976;P12829,"A0A024R2Q5_HUMAN Myosin, light polypeptide 3, alkali ventricular, skeletal, slow, isoform CRA_a OS=Homo sapiens OX=9606 GN=MYL3 PE=4 SV=1;MYL3_HUMAN Myosin light chain 3 OS=Homo sapiens OX=9606 GN=MYL3 PE=1 SV=3",9,9,9,9,50.8,21.932,66442000,1663200000,39806000,335700000,419940000,1135900000,Quantified
Q9BVT0,ARHA protein (Fragment),ARHA,,Q9BVT0;B4DKN9;A0A024R324;A0A024R2W1;P61586;A0A0B6XK12;Q5JR07;C9JNR4;E9PQH6;C9JX21;Q5JR08;A0A024R0I3;A0A024R0C8;Q5JR05;P08134,"Q9BVT0_HUMAN ARHA protein (Fragment) OS=Homo sapiens OX=9606 GN=ARHA PE=2 SV=2;B4DKN9_HUMAN cDNA FLJ57740, highly similar to Transforming protein RhoA OS=Homo sapiens OX=9606 PE=2 SV=1;A0A024R324_HUMAN Epididymis secretory sperm binding protein OS=Homo sap",15,2,2,2,25.7,11.523,5439900,6573600,5273900,5486400,6841200,6857600,Quantified
A0A0S2Z472,Protein kinase cAMP-dependent regulatory type II alpha isoform 1 (Fragment),PRKAR2A,,A0A0S2Z472;A8KAH7;A0A0S2Z4E9;A0A024R2W3;P13861;H7C330;O60380;H7C1L0;B3KY43;Q6DHZ2;A0A024R712;P31323,"A0A0S2Z472_HUMAN Protein kinase cAMP-dependent regulatory type II alpha isoform 1 (Fragment) OS=Homo sapiens OX=9606 GN=PRKAR2A PE=2 SV=1;A8KAH7_HUMAN cDNA FLJ75444, highly similar to Homo sapiens protein kinase, cAMP-dependent, regulatory, type II, alpha ",12,3,3,3,11.3,43.066,21049000,11916000,25897000,24029000,22102000,11105000,Quantified
B4DN78,"cDNA FLJ51254, highly similar to Dystroglycan",,,B4DN78;A0A024R2W4;Q14118,"B4DN78_HUMAN cDNA FLJ51254, highly similar to Dystroglycan OS=Homo sapiens OX=9606 PE=2 SV=1;A0A024R2W4_HUMAN Dystroglycan 1 (Dystrophin-associated glycoprotein 1), isoform CRA_a OS=Homo sapiens OX=9606 GN=DAG1 PE=4 SV=1;DAG1_HUMAN Dystroglycan OS=Homo sap",3,2,2,2,24.6,15.772,13739000,14637000,12637000,10510000,11308000,10211000,Quantified
Q6FH91,TNNC1 protein,TNNC1,,Q6FH91;A0A024R2Z4;P63316,"Q6FH91_HUMAN TNNC1 protein OS=Homo sapiens OX=9606 GN=TNNC1 PE=2 SV=1;A0A024R2Z4_HUMAN Troponin C type 1 (Slow), isoform CRA_a OS=Homo sapiens OX=9606 GN=TNNC1 PE=4 SV=1;TNNC1_HUMAN Troponin C, slow skeletal and cardiac muscles OS=Homo sapiens OX=9606 GN=T",3,1,1,1,9.3,18.402,,23966000,,13276000,28342000,,Quantified
B4E022,"cDNA FLJ56274, highly similar to Transketolase",,,B4E022;V9HWD9;Q53EM5;A0A024R2Z9;P29401;A0A0B4J1R6;B3KSI4;B3KPZ8;A0A0K0K1H9;A0A0S2Z5C0;E9PFF2;B4DVU1;F8W888;Q6MZE3,"B4E022_HUMAN cDNA FLJ56274, highly similar to Transketolase OS=Homo sapiens OX=9606 PE=2 SV=1;V9HWD9_HUMAN Epididymis luminal protein 107 OS=Homo sapiens OX=9606 GN=HEL107 PE=2 SV=1;Q53EM5_HUMAN Transketolase variant (Fragment) OS=Homo sapiens OX=9606 PE=2",14,11,11,11,24.8,62.878,2216600000,2003400000,2228800000,1842900000,1991100000,2136400000,Quantified
B4DNR3,"cDNA FLJ52710, highly similar to Abhydrolase domain-containing protein 14B",,,B4DNR3;B4DQI4;F8W9U3;V9HW87;A0A024R352;Q96IU4,"B4DNR3_HUMAN cDNA FLJ52710, highly similar to Abhydrolase domain-containing protein 14B OS=Homo sapiens OX=9606 PE=2 SV=1;B4DQI4_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;F8W9U3_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD",6,1,1,1,7.6,19.796,8483500,8019400,9578400,7716400,10412000,6369900,Quantified
B4DL49,"cDNA FLJ58073, moderately similar to Cathepsin B",,,B4DL49;A8K2H4;A0A024R374;P07858;E9PKQ7;E9PNL5;E9PHZ5;E9PLY3;E9PSG5;E9PQM1;Q6LAF9;B4DMY4;B3KUJ8;E9PL32;E9PKX0;E9PS78;E9PR54;E9PJ67;Q5HYG5;E9PCB3,"B4DL49_HUMAN cDNA FLJ58073, moderately similar to Cathepsin B OS=Homo sapiens OX=9606 PE=2 SV=1;A8K2H4_HUMAN cDNA FLJ78235 OS=Homo sapiens OX=9606 PE=2 SV=1;A0A024R374_HUMAN Cathepsin B, isoform CRA_a OS=Homo sapiens OX=9606 GN=CTSB PE=2 SV=1;CATB_HUMAN Ca",20,4,4,4,19,30.767,2571600000,4577100000,3760300000,2097500000,4899600000,3511000000,Quantified
E9PMR5,Myelin basic protein,MBP,,E9PMR5;C9J6H1;H0YF02;H0YEA2;E9PJ72;J3QL64;B4DF42;J3QKL5;J3KT01;A8MZH3;A8K1H8;H7BYR8;B7Z3Y6;J3QQK6;A0A024R384;P02686,E9PMR5_HUMAN Myelin basic protein OS=Homo sapiens OX=9606 GN=MBP PE=1 SV=2;C9J6H1_HUMAN Myelin basic protein (Fragment) OS=Homo sapiens OX=9606 GN=MBP PE=1 SV=1;H0YF02_HUMAN Myelin basic protein OS=Homo sapiens OX=9606 GN=MBP PE=1 SV=2;H0YEA2_HUMAN Myelin ,16,1,1,1,12.2,10.811,17849000,,847940,,8731000,1617400,Quantified
E9PPQ5,Cysteine and histidine-rich domain-containing protein 1,CHORDC1,,E9PPQ5;A0A024R3C3;A0A024R394;Q9UHD1;E9PIZ4;E9PSD5,"E9PPQ5_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=1;A0A024R3C3_HUMAN Cysteine and histidine-rich domain (CHORD)-containing 1, isoform CRA_b OS=Homo sapiens OX=9606 GN=CHORDC1 PE=4 SV=1;A0A024R39",6,2,2,2,15.8,20.723,31105000,20104000,31258000,32677000,30661000,31480000,Quantified
B4DLQ2,Acetyltransferase component of pyruvate dehydrogenase complex,,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2).,B4DLQ2;H0YDD4;E9PEJ4;B4DJX1;Q86YI5;A0A024R3D8;P10515;Q01991;B4E1P6;B4DS43,B4DLQ2_HUMAN Acetyltransferase component of pyruvate dehydrogenase complex OS=Homo sapiens OX=9606 PE=2 SV=1;H0YDD4_HUMAN Acetyltransferase component of pyruvate dehydrogenase complex (Fragment) OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=1;E9PEJ4_HUMAN Acetyl,10,2,2,2,7.2,46.255,,6975000,,,,2097800,Identified
A0A024R3L9,"Vacuolar protein sorting 26 homolog B (Yeast), isoform CRA_a",VPS26B,,A0A024R3L9;Q4G0F5,"A0A024R3L9_HUMAN Vacuolar protein sorting 26 homolog B (Yeast), isoform CRA_a OS=Homo sapiens OX=9606 GN=VPS26B PE=4 SV=1;VP26B_HUMAN Vacuolar protein sorting-associated protein 26B OS=Homo sapiens OX=9606 GN=VPS26B PE=1 SV=2",2,4,3,3,20.2,39.154,37433000,35782000,36397000,43807000,47938000,55642000,Quantified
B4DTV1,"cDNA FLJ55927, highly similar to Amyloid-like protein 2 (CDEIbox-binding protein) (CDEBP)",,,B4DTV1;B4E3I5;A0A024R3N3;A0A140VJE9;Q06481;B4DKY3;E9PQS3,"B4DTV1_HUMAN cDNA FLJ55927, highly similar to Amyloid-like protein 2 (CDEIbox-binding protein) (CDEBP) OS=Homo sapiens OX=9606 PE=2 SV=1;B4E3I5_HUMAN cDNA FLJ56216, highly similar to Amyloid-like protein 2 (CDEIbox-binding protein) (CDEBP) OS=Homo sapiens ",7,5,4,4,12,63.547,22021000,35695000,32247000,31581000,28073000,24109000,Quantified
B7Z597,"cDNA FLJ54373, highly similar to 60 kDa heat shock protein, mitochondrial",,,B7Z597;B3GQS7;A0A024R3X4;A0A024R3W0;P10809;B7Z5E7;B7Z4F6;B7Z532;E7EXB4;Q53SE2;E7ESH4;Q53QD5;A0A0S2Z415;C9JL25;B9VPB4;B9VP19,"B7Z597_HUMAN cDNA FLJ54373, highly similar to 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 PE=2 SV=1;B3GQS7_HUMAN Mitochondrial heat shock 60kD protein 1 variant 1 OS=Homo sapiens OX=9606 GN=HSPD1 PE=2 SV=1;A0A024R3X4_HUMAN Epididymis s",16,10,10,10,33.9,60.047,118230000,112390000,38004000,172020000,64422000,39532000,Quantified
A0A024R3W7,"Eukaryotic translation elongation factor 1 beta 2, isoform CRA_a",EEF1B2,,A0A024R3W7;P24534;C9JZW3;A4D1M6;F8WF65;F2Z2G2,"A0A024R3W7_HUMAN Eukaryotic translation elongation factor 1 beta 2, isoform CRA_a OS=Homo sapiens OX=9606 GN=EEF1B2 PE=3 SV=1;EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3;C9JZW3_HUMAN Elongation factor 1-beta (Fragment) O",6,4,4,4,29.3,24.763,116590000,116550000,98938000,117400000,125620000,94921000,Quantified
V9HWJ2,Isocitrate dehydrogenase [NADP],HEL-S-26,,V9HWJ2;V9HW78;Q6FIA4;Q6FI37;B2R5M8;A0A024R3Y6;O75874;Q0QER2;C9J4N6;B4DXS4;C9JJE5;C9JLU6;A0A0A0U6N4,V9HWJ2_HUMAN Isocitrate dehydrogenase [NADP] OS=Homo sapiens OX=9606 GN=HEL-S-26 PE=2 SV=1;V9HW78_HUMAN Isocitrate dehydrogenase [NADP] OS=Homo sapiens OX=9606 GN=HEL-216 PE=2 SV=1;Q6FIA4_HUMAN Isocitrate dehydrogenase [NADP] OS=Homo sapiens OX=9606 GN=IDH,13,10,10,9,22,46.659,432570000,473810000,547390000,540340000,637320000,456710000,Quantified
B8ZZJ0,Small ubiquitin-related modifier 1,SUMO1,,B8ZZJ0;B9A032;A0A024R3Z2;B8ZZN6;P63165;G2XKQ0,B8ZZJ0_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;B9A032_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;A0A024R3Z2_HUMAN Small ubiquitin-related modifier OS=Homo sapiens OX=9606 ,6,2,2,2,46.6,6.6846,16735000,10051000,12770000,16124000,12235000,8148500,Quantified
Q53SB5,"Desmin, isoform CRA_a",tmp_locus_29,,Q53SB5;Q45VM8;Q45VM7;Q45VM6;L7RDA5;A5Z217;A0A384NPX1;A0A024R450;P17661;Q9H319;B4DUI0;Q2PUK1;Q9GZR6;L7R9R4;Q5RLN2,"Q53SB5_HUMAN Desmin, isoform CRA_a OS=Homo sapiens OX=9606 GN=tmp_locus_29 PE=3 SV=1;Q45VM8_HUMAN Mutant desmin OS=Homo sapiens OX=9606 PE=2 SV=1;Q45VM7_HUMAN Mutant desmin OS=Homo sapiens OX=9606 PE=2 SV=1;Q45VM6_HUMAN Mutant desmin OS=Homo sapiens OX=960",15,15,9,9,30.9,53.535,3931900,201730000,,20553000,35091000,62738000,Quantified
Q53R19,Arp2/3 complex 34 kDa subunit,ARPC2,Functions as actin-binding component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks.,Q53R19;A0A024R457;O15144;A0A024R408;Q9BXV5;H7C3F9;C9JTV5;G5E9J0,"Q53R19_HUMAN Arp2/3 complex 34 kDa subunit OS=Homo sapiens OX=9606 GN=ARPC2 PE=2 SV=1;A0A024R457_HUMAN Actin related protein 2/3 complex, subunit 2, 34kDa, isoform CRA_a OS=Homo sapiens OX=9606 GN=ARPC2 PE=4 SV=1;ARPC2_HUMAN Actin-related protein 2/3 compl",8,11,11,11,34.7,34.333,575210000,478630000,548270000,553480000,527490000,469800000,Quantified
B4DHC5,"cDNA FLJ57927, highly similar to Nucleoporin-like protein RIP",,,B4DHC5;A0A024R458;A0A0S2Z444;A0A0S2Z3Y3;A0A0S2Z3Z1;A0A0S2Z462;P52594;C9J2I0;B8ZZY2,"B4DHC5_HUMAN cDNA FLJ57927, highly similar to Nucleoporin-like protein RIP OS=Homo sapiens OX=9606 PE=2 SV=1;A0A024R458_HUMAN HIV-1 Rev binding protein, isoform CRA_a OS=Homo sapiens OX=9606 GN=HRB PE=4 SV=1;A0A0S2Z444_HUMAN ArfGAP with FG repeats 1 isofor",9,2,2,2,9.3,46.506,5320900,6664200,6020800,4711500,7090000,,Quantified
A0A024R462,"Fibronectin 1, isoform CRA_n",FN1,,A0A024R462;A0A384MR03;B7ZLE5;P02751;Q6MZM7;Q6MZF4;Q59G22;Q6N084;B4DTK1;Q68CX6;B4DU16;H0Y7Z1;Q5CZ99;O95617;A6YID4;A6YID2;A6YID6;Q9UQS6;A6YID5;A6YID3;Q6PJE5;B4DN21;B4DTH2;Q9H382;Q7L553;H0Y4K8;A6YID7,"A0A024R462_HUMAN Fibronectin 1, isoform CRA_n OS=Homo sapiens OX=9606 GN=FN1 PE=4 SV=1;A0A384MR03_HUMAN Epididymis secretory sperm binding protein OS=Homo sapiens OX=9606 PE=2 SV=1;B7ZLE5_HUMAN FN1 protein OS=Homo sapiens OX=9606 GN=FN1 PE=2 SV=1;FINC_HUMA",27,21,21,21,12.6,259.21,249240000,370410000,301720000,284940000,254550000,592150000,Quantified
A0A024R496,"Calcium binding protein 39, isoform CRA_a",CAB39,,A0A024R496;Q9Y376;A0A087X0K1;Q7Z4X0,"A0A024R496_HUMAN Calcium binding protein 39, isoform CRA_a OS=Homo sapiens OX=9606 GN=CAB39 PE=4 SV=1;CAB39_HUMAN Calcium-binding protein 39 OS=Homo sapiens OX=9606 GN=CAB39 PE=1 SV=1;A0A087X0K1_HUMAN Calcium-binding protein 39 OS=Homo sapiens OX=9606 GN=C",4,2,2,2,6.7,39.869,20469000,20952000,27559000,2496200,21708000,26896000,Quantified
A0A0K0K1K8,"Enolase 1, (Alpha), isoform CRA_a",ENO1,,A0A0K0K1K8;A0A024R4F1;P06733;A0A2R8Y6G6;E2DRY6;K7EM90;A4UCS8;A0A2R8YEM5;A0A2R8Y879;A4QMW8;K7ERS8;Q6FHV6;A8K3B0;P09104;A0A2R8Y6I8;A0A2R8Y798;A0A2R8YEG5;F5H1C3;L0R6S1;F5H0C8;L0R849;A0A024R3U0,"A0A0K0K1K8_HUMAN Enolase 1, (Alpha), isoform CRA_a OS=Homo sapiens OX=9606 GN=ENO1 PE=3 SV=1;A0A024R4F1_HUMAN Epididymis secretory protein Li 17 OS=Homo sapiens OX=9606 GN=HEL-S-17 PE=2 SV=1;ENOA_HUMAN Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=",22,13,13,11,43.1,47.168,1846100000,2005100000,1780500000,1748200000,1953600000,1633200000,Quantified
Q0QF37,Malate dehydrogenase (Fragment),MDH2,,Q0QF37;Q75MT9;Q6FHZ0;A0A024R4K3;P40926;G3XAL0;B3KTM1,Q0QF37_HUMAN Malate dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=MDH2 PE=2 SV=1;Q75MT9_HUMAN Malate dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=MDH2 PE=3 SV=1;Q6FHZ0_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH2 PE=2 SV=1;A0A024,7,10,10,10,38.7,31.969,116660000,640310000,56831000,146590000,225440000,355470000,Quantified
